게시글 id,이미지 본문
B0-SJmyJsZb_0.jpg,사소한 감정 하나 나눌 줄 모르는 사람은 거대한 감정을 나눌 자격이 없다. 가끔의 다정함에 섣불리 진심을 건네주지 말 것. 채민성 
B00Yy0GJkYr_0.jpg,"가끔의 다정함에 진심을 내보인 탓 내 탓, 채민성 "
