게시글 id,이미지 본문
B0dPfmOBHSn_0.jpg,"어떤 것엔 손이 없다 나는 물 속에 살았다 빛이 닿으면 번졌다 흔들면 흔들리는대로 나는 찰랑이고 부서졌다 냄새가 난다 물비린내 나는 오늘도 밝은 물 고요한 태동의 물결에 깊은 잠수를 한다 이윽고 기포 방울만 남았다. / 물과 뭍, ㄷO "
B0LcvoshOXW_0.jpg,"사람이 밀려온다 사랑과 동경과 꿈과 기적을 온 품에 끌어안고 사람이 밀려온다 저 멀리 내 소중한 행복을 양손에 가득 들고 사람이 밀려온다. 내 세계와 꿈과 마음에 스며들어 나를 벅차게 울리는. / 사랑과 동경과 꿈과 기적, ㄷ ㅇ "
