게시글 id,이미지 본문
B04kjDlln_q_0.jpg,@HARU11 오늘 흘릴 눈물이 메말라 있던 나의 땅과 부딪쳐 힘든 시간 후 모두가 부러워하는 아름다운 꽃을 피우리라. 수빈 
B0966vjl9Qq_0.jpg,"@HARU11 자신의 빛을 드러내는 것을 두려워하지 마세요 이 막막한 세상은 당신의 빛이 필요합니다 보석같이 빛나는 그대가 이제는 모든 사람들에게 힘이 될 줄 때가 되었으니까, 무서워 하지 말고 마음껏 빛내주세요. 수빈 "
