게시글 id,이미지 본문
B0-ng83nb-p_0.jpg,그때는 너와 좋은 관계를 유지하고 싶어서 네가 무슨 짓을 하든 참아주고 배려하고 노력했지만 곰곰이 생각해보니까 그렇게 해서 유지되는 관계는 차라리 없는 게 나은 것 같아. -김토끼- 
B00QasCH5F4_0.jpg,김토끼 @iamkimbunny 다 싫다. 요즘은 정말 내 마음대로 되는 게 아무것도 없는데 그 중에서도 가장 내 마음대로 안 되는 게 내 자신이야. 
