게시글 id,이미지 본문
B1bliTzFbbd_0.jpg,"헤어지고 나서도 다시 볼 수 있는 관계 '그때 많이 좋아했었어 말할 수 있는 관계 우리의 사랑에 대해 미련없이 이기를 나눌 수 있는 관계 서로 행복했다고 웃으며 말할 수 있는 관계 그런관계가 되었으면 한다 너와는 비록 우리가 자금 멀어지더라도 그런관계, 명불호종 "
Bt3hosZH1nU_0.jpg,그대를 그린다 그때들 그린다 그대가 그리운지 그때가 그리운지 시절 우리가 그리운지 - 시설 내가 그리운자 너와의 시설을 그린다 프리우는 추억이 그림다 
