게시글 id,이미지 본문
B01IVajlaJU_0.jpg,내가 생각한 마지막은 뭐었을까. Uht 생각한 마지막은 워었을까 올것이라 생각했을까 준비하고 있었을 까 준비를 했어야 했을까 사실은 알고 있었는데 외면하지 않고 직면했다면: 그럼 덜 아팠을까. 우린 이렇게 끝인간가 끝. 명불로종 
B03oZrZlKMp_0.jpg,"어쩌면 우린 한 여름날의 아이스크림이 아니었을까 냉동고 속에 있을땐 몰랐는데 그게 세상에 전부인줄 알았는데 문을 열고 나와보니 너무 뜨거웠다 모든 것을 녹일만큼 나와야하지만 나오기 싫어 버렸던 어쩌다보니 나와서 타버렸던 땅과 달라붙어 버린 아이스크림이 마치 우리같다 아니너 같다. 버티다가 쓰러진 세상에 못 견단 그렇게 어느샌가 사라져버릴 것 같은 아이스크림, 명물호종"" "
