게시글 id,이미지 본문
B03YxJWFSxa_0.jpg,전기가 오를지도 모르고 전깃줄에 매달려있는 가엾은 비둘기 태풍이 몰아치는 밤인데도 너는 살려고 그 줄에 앉아있구나 이리 날아오렴 우리 같이 님을 기다리자. ok_yeong_ 
B0epoiQlVkB_0.jpg,"당신은 라일락 향기를 가지셨으면서도 민들레 꽃씨를 가여 워하시 네요 싱거운 사람, 그대를 사랑하는 건 라일락 향기를 곁에 둔다는 거겠죠 우리 기약 없는 약속은 하지 말아요 라일락이 피면 우리도 다시 피어날 거예요 이별, 옥영 "
